处理时间: 2025-10-21 16:50:59
================================================================================
Base PCFG Grammar统计分布
================================================================================
语法规则 (self.G['G']):
  D1                   | 频率: 29       | 概率: 0.000002
  W1,W3,W2,Y2          | 频率: 17       | 概率: 0.000001
  W1,W3,W3             | 频率: 20039    | 概率: 0.001401
  W1,W3,W3,D1          | 频率: 1791     | 概率: 0.000125
  W1,W3,W3,D1,W1       | 频率: 17       | 概率: 0.000001
  W1,W3,W3,D1,W2       | 频率: 17       | 概率: 0.000001
  W1,W3,W3,D2          | 频率: 11       | 概率: 0.000001
  W1,W3,W3,W1          | 频率: 22       | 概率: 0.000002
  W1,W3,W3,W2          | 频率: 167      | 概率: 0.000012
  W1,W3,W3,W3          | 频率: 12       | 概率: 0.000001
  W1,W3,W3,W4          | 频率: 58       | 概率: 0.000004
  W1,W3,W3,Y1          | 频率: 554      | 概率: 0.000039
  W1,W3,W4             | 频率: 16248    | 概率: 0.001136
  W1,W3,W4,D1          | 频率: 10       | 概率: 0.000001
  W1,W3,W4,D1,W2       | 频率: 11       | 概率: 0.000001
  W1,W3,W4,D2          | 频率: 10       | 概率: 0.000001
  W1,W3,W4,W2          | 频率: 40       | 概率: 0.000003
  W1,W3,W4,W3          | 频率: 10       | 概率: 0.000001
  W1,W3,W4,W4          | 频率: 47       | 概率: 0.000003
  W1,W3,W4,Y1,W1       | 频率: 12       | 概率: 0.000001
  W1,W3,W5             | 频率: 5851     | 概率: 0.000409
  W1,W3,W5,W1          | 频率: 11       | 概率: 0.000001
  W1,W3,W5,W2          | 频率: 14       | 概率: 0.000001
  W1,W3,W5,W3          | 频率: 11       | 概率: 0.000001
  W1,W3,W5,W4          | 频率: 11       | 概率: 0.000001
  W1,W3,W6             | 频率: 2024     | 概率: 0.000141
  W1,W3,W7             | 频率: 553      | 概率: 0.000039
  W1,W3,W9             | 频率: 261      | 概率: 0.000018
  W1,W3,Y1             | 频率: 948      | 概率: 0.000066
  W1,W3,Y1,D1          | 频率: 12       | 概率: 0.000001
  W1,W3,Y1,D1,W2       | 频率: 11       | 概率: 0.000001
  W1,W3,Y1,D2          | 频率: 12       | 概率: 0.000001
  W1,W3,Y1,W1          | 频率: 53       | 概率: 0.000004
  W1,W3,Y1,W2          | 频率: 106      | 概率: 0.000007
  W1,W3,Y2             | 频率: 262      | 概率: 0.000018
  W1,W4                | 频率: 33567    | 概率: 0.002346
  W1,W4,D1             | 频率: 6199     | 概率: 0.000433
  W1,W4,D1,D1          | 频率: 104      | 概率: 0.000007
  W1,W4,D1,W1          | 频率: 25       | 概率: 0.000002
  W1,W4,D2             | 频率: 2384     | 概率: 0.000167
  W1,W4,D3             | 频率: 10       | 概率: 0.000001
  W1,W4,T              | 频率: 247      | 概率: 0.000017
  W1,W4,W1             | 频率: 1460     | 概率: 0.000102
  W1,W4,W1,D1          | 频率: 69       | 概率: 0.000005
  W1,W4,W1,W1          | 频率: 81       | 概率: 0.000006
  W1,W4,W1,W2          | 频率: 10       | 概率: 0.000001
  W1,W4,W1,Y1          | 频率: 23       | 概率: 0.000002
  W1,W4,W2             | 频率: 515      | 概率: 0.000036
  W1,W4,W2,D1          | 频率: 114      | 概率: 0.000008
  W1,W4,W2,W1          | 频率: 10       | 概率: 0.000001
  W1,W4,W2,Y1          | 频率: 54       | 概率: 0.000004
  W1,W4,W3             | 频率: 223      | 概率: 0.000016
  W1,W4,W3,W1,W1       | 频率: 17       | 概率: 0.000001
  W1,W4,W3,W2          | 频率: 81       | 概率: 0.000006
  W1,W4,W4             | 频率: 200      | 概率: 0.000014
  W1,W4,W5             | 频率: 133      | 概率: 0.000009
  W1,W4,W9             | 频率: 10       | 概率: 0.000001
  W1,W4,Y1             | 频率: 513      | 概率: 0.000036
  W1,W4,Y1,D1          | 频率: 17       | 概率: 0.000001
  W1,W4,Y1,W1          | 频率: 16       | 概率: 0.000001
  W1,W4,Y1,W2          | 频率: 125      | 概率: 0.000009
  W1,W5                | 频率: 14046    | 概率: 0.000982
  W1,W5,D1             | 频率: 917      | 概率: 0.000064
  W1,W5,D1,W1          | 频率: 12       | 概率: 0.000001
  W1,W5,D1,W2,W2       | 频率: 11       | 概率: 0.000001
  W1,W5,D2             | 频率: 59       | 概率: 0.000004
  W1,W5,W1             | 频率: 458      | 概率: 0.000032
  W1,W5,W1,W1          | 频率: 25       | 概率: 0.000002
  W1,W5,W1,W3          | 频率: 13       | 概率: 0.000001
  W1,W5,W1,W4          | 频率: 11       | 概率: 0.000001
  W1,W5,W2             | 频率: 50       | 概率: 0.000003
  W1,W5,W3             | 频率: 66       | 概率: 0.000005
  W1,W5,W4             | 频率: 104      | 概率: 0.000007
  W1,W5,W5             | 频率: 25       | 概率: 0.000002
  W1,W5,W6             | 频率: 40       | 概率: 0.000003
  W1,W5,W7             | 频率: 39       | 概率: 0.000003
  W1,W5,Y1             | 频率: 883      | 概率: 0.000062
  W1,W5,Y1,D1          | 频率: 18       | 概率: 0.000001
  W1,W5,Y1,D2          | 频率: 11       | 概率: 0.000001
  W1,W5,Y1,W1          | 频率: 59       | 概率: 0.000004
  W1,W6                | 频率: 9807     | 概率: 0.000685
  W1,W6,D1             | 频率: 488      | 概率: 0.000034
  W1,W6,D1,D1          | 频率: 43       | 概率: 0.000003
  W1,W6,D2             | 频率: 60       | 概率: 0.000004
  W1,W6,D3             | 频率: 10       | 概率: 0.000001
  W1,W6,W1             | 频率: 48       | 概率: 0.000003
  W1,W6,W2             | 频率: 52       | 概率: 0.000004
  W1,W6,W4             | 频率: 12       | 概率: 0.000001
  W1,W6,W5             | 频率: 27       | 概率: 0.000002
  W1,W6,W6             | 频率: 12       | 概率: 0.000001
  W1,W6,W6,W3          | 频率: 11       | 概率: 0.000001
  W1,W6,Y1             | 频率: 249      | 概率: 0.000017
  W1,W6,Y2             | 频率: 303      | 概率: 0.000021
  W1,W7                | 频率: 6652     | 概率: 0.000465
  W1,W7,D1             | 频率: 428      | 概率: 0.000030
  W1,W7,D2             | 频率: 10       | 概率: 0.000001
  W1,W7,W1             | 频率: 63       | 概率: 0.000004
  W1,W7,W2             | 频率: 89       | 概率: 0.000006
  W1,W7,W3             | 频率: 26       | 概率: 0.000002
  W1,W7,W4             | 频率: 14       | 概率: 0.000001
  W1,W7,W5             | 频率: 32       | 概率: 0.000002
  W1,W7,Y1             | 频率: 73       | 概率: 0.000005
  W1,W9                | 频率: 3000     | 概率: 0.000210
  W1,W9,D1             | 频率: 10       | 概率: 0.000001
  W1,W9,W1             | 频率: 29       | 概率: 0.000002
  W1,W9,W3             | 频率: 25       | 概率: 0.000002
  W1,Y1,D1,W1,Y1,W1    | 频率: 11       | 概率: 0.000001
  W1,Y1,D1,W2          | 频率: 187      | 概率: 0.000013
  W1,Y1,D1,W3          | 频率: 100      | 概率: 0.000007
  W1,Y1,D1,W4          | 频率: 35       | 概率: 0.000002
  W1,Y1,D1,W5          | 频率: 10       | 概率: 0.000001
  W1,Y1,W1             | 频率: 59       | 概率: 0.000004
  W1,Y1,W1,D1,W1,W1    | 频率: 13       | 概率: 0.000001
  W1,Y1,W1,T           | 频率: 149      | 概率: 0.000010
  W1,Y1,W1,W1          | 频率: 29       | 概率: 0.000002
  W1,Y1,W1,W1,D1,W1    | 频率: 12       | 概率: 0.000001
  W1,Y1,W1,W1,D1,W1,W1,Y1 | 频率: 25       | 概率: 0.000002
  W1,Y1,W1,W2          | 频率: 57       | 概率: 0.000004
  W1,Y1,W1,W2,W3       | 频率: 11       | 概率: 0.000001
  W1,Y1,W1,W4          | 频率: 12       | 概率: 0.000001
  W1,Y1,W1,Y1,W1       | 频率: 103      | 概率: 0.000007
  W1,Y1,W1,Y1,W1,Y1    | 频率: 46       | 概率: 0.000003
  W1,Y1,W1,Y1,W1,Y1,W1 | 频率: 112      | 概率: 0.000008
  W1,Y1,W1,Y1,W1,Y1,W1,Y1 | 频率: 65       | 概率: 0.000005
  W1,Y1,W1,Y1,W1,Y1,W1,Y1,W1,Y1 | 频率: 15       | 概率: 0.000001
  W1,Y1,W1,Y1,W2       | 频率: 39       | 概率: 0.000003
  W1,Y1,W1,Y1,W2,Y1,W3 | 频率: 16       | 概率: 0.000001
  W1,Y1,W1,Y1,W2,Y1,W4 | 频率: 21       | 概率: 0.000001
  W1,Y1,W1,Y1,W3       | 频率: 29       | 概率: 0.000002
  W1,Y1,W1,Y1,W4       | 频率: 12       | 概率: 0.000001
  W1,Y1,W2             | 频率: 988      | 概率: 0.000069
  W1,Y1,W2,D1,D1,W1    | 频率: 18       | 概率: 0.000001
  W1,Y1,W2,D2          | 频率: 15       | 概率: 0.000001
  W1,Y1,W2,W1,W1       | 频率: 26       | 概率: 0.000002
  W1,Y1,W2,W4          | 频率: 12       | 概率: 0.000001
  W1,Y1,W2,Y1,W1       | 频率: 77       | 概率: 0.000005
  W1,Y1,W2,Y1,W2       | 频率: 19       | 概率: 0.000001
  W1,Y1,W3             | 频率: 2749     | 概率: 0.000192
  W1,Y1,W3,D1          | 频率: 22       | 概率: 0.000002
  W1,Y1,W3,D2          | 频率: 60       | 概率: 0.000004
  W1,Y1,W3,W1          | 频率: 20       | 概率: 0.000001
  W1,Y1,W3,W2          | 频率: 20       | 概率: 0.000001
  W1,Y1,W3,Y1,W1       | 频率: 343      | 概率: 0.000024
  W1,Y1,W3,Y1,W2       | 频率: 822      | 概率: 0.000057
  W1,Y1,W3,Y1,W3       | 频率: 123      | 概率: 0.000009
  W1,Y1,W3,Y1,W4       | 频率: 86       | 概率: 0.000006
  W1,Y1,W3,Y1,W5       | 频率: 12       | 概率: 0.000001
  W1,Y1,W4             | 频率: 858      | 概率: 0.000060
  W1,Y1,W5             | 频率: 815      | 概率: 0.000057
  W1,Y1,W5,W1          | 频率: 11       | 概率: 0.000001
  W1,Y1,W5,Y1,W4       | 频率: 18       | 概率: 0.000001
  W1,Y1,W6             | 频率: 366      | 概率: 0.000026
  W1,Y1,W6,D1          | 频率: 23       | 概率: 0.000002
  W1,Y1,W7             | 频率: 29       | 概率: 0.000002
  W1,Y1,W7,Y1,W6       | 频率: 25       | 概率: 0.000002
  W1,Y1,W9             | 频率: 10       | 概率: 0.000001
  W1,Y1,W9,Y1,W1       | 频率: 10       | 概率: 0.000001
  W1,Y2,D1,W1,Y1,W1    | 频率: 154      | 概率: 0.000011
  W2                   | 频率: 2319     | 概率: 0.000162
  W2,D1,D1             | 频率: 37       | 概率: 0.000003
  W2,D1,D1,W3          | 频率: 21       | 概率: 0.000001
  W2,D1,W1             | 频率: 1908     | 概率: 0.000133
  W2,D1,W1,D1          | 频率: 199      | 概率: 0.000014
  W2,D1,W1,D1,W1       | 频率: 13       | 概率: 0.000001
  W2,D1,W1,D1,W1,D1    | 频率: 71       | 概率: 0.000005
  W2,D1,W1,D1,W1,D1,W1,D1 | 频率: 14       | 概率: 0.000001
  W2,D1,W1,W1          | 频率: 122      | 概率: 0.000009
  W2,D1,W1,W3          | 频率: 79       | 概率: 0.000006
  W2,D1,W1,W3,D1       | 频率: 33       | 概率: 0.000002
  W2,D1,W1,W3,D1,W1,D1 | 频率: 13       | 概率: 0.000001
  W2,D1,W1,Y1,W1,Y1    | 频率: 17       | 概率: 0.000001
  W2,D1,W1,Y1,W1,Y2    | 频率: 16       | 概率: 0.000001
  W2,D1,W2             | 频率: 906      | 概率: 0.000063
  W2,D1,W2,D1          | 频率: 12       | 概率: 0.000001
  W2,D1,W2,W1          | 频率: 11       | 概率: 0.000001
  W2,D1,W2,W1,D1       | 频率: 162      | 概率: 0.000011
  W2,D1,W2,W1,D1,W1,D1 | 频率: 42       | 概率: 0.000003
  W2,D1,W2,W1,D1,W1,D1,W1,D1 | 频率: 10       | 概率: 0.000001
  W2,D1,W2,W1,D1,W1,D1,W1,D1,W1,D1 | 频率: 14       | 概率: 0.000001
  W2,D1,W2,W1,D1,W1,D1,W1,D1,W1,D1,W1,D1,W1 | 频率: 13       | 概率: 0.000001
  W2,D1,W2,W2          | 频率: 22       | 概率: 0.000002
  W2,D1,W2,W3          | 频率: 95       | 概率: 0.000007
  W2,D1,W3             | 频率: 2574     | 概率: 0.000180
  W2,D1,W3,W1          | 频率: 10       | 概率: 0.000001
  W2,D1,W3,W1,D1       | 频率: 151      | 概率: 0.000011
  W2,D1,W3,W1,D1,W1,D1 | 频率: 25       | 概率: 0.000002
  W2,D1,W4             | 频率: 330      | 概率: 0.000023
  W2,D1,W4,D1          | 频率: 20       | 概率: 0.000001
  W2,D1,W5             | 频率: 30       | 概率: 0.000002
  W2,D2                | 频率: 57687    | 概率: 0.004032
  W2,D2,W1             | 频率: 584      | 概率: 0.000041
  W2,D2,W1,W1          | 频率: 13       | 概率: 0.000001
  W2,D2,W2             | 频率: 332      | 概率: 0.000023
  W2,D2,W2,D2          | 频率: 91       | 概率: 0.000006
  W2,D2,Y1             | 频率: 218      | 概率: 0.000015
  W2,D2,Y2             | 频率: 72       | 概率: 0.000005
  W2,D3                | 频率: 6163     | 概率: 0.000431
  W2,D3,W1             | 频率: 172      | 概率: 0.000012
  W2,D3,W2             | 频率: 16       | 概率: 0.000001
  W2,D4                | 频率: 63       | 概率: 0.000004
  W2,T                 | 频率: 7146     | 概率: 0.000499
  W2,W1                | 频率: 7228     | 概率: 0.000505
  W2,W1,D1             | 频率: 1224     | 概率: 0.000086
  W2,W1,D1,D1          | 频率: 143      | 概率: 0.000010
  W2,W1,D1,W1          | 频率: 119      | 概率: 0.000008
  W2,W1,D1,W1,D1       | 频率: 39       | 概率: 0.000003
  W2,W1,D1,W2          | 频率: 37       | 概率: 0.000003
  W2,W1,D1,W3          | 频率: 46       | 概率: 0.000003
  W2,W1,D2             | 频率: 1529     | 概率: 0.000107
  W2,W1,T              | 频率: 137      | 概率: 0.000010
  W2,W1,W1             | 频率: 5018     | 概率: 0.000351
  W2,W1,W1,D1          | 频率: 166      | 概率: 0.000012
  W2,W1,W1,D2          | 频率: 123      | 概率: 0.000009
  W2,W1,W1,T           | 频率: 17       | 概率: 0.000001
  W2,W1,W1,W1          | 频率: 85       | 概率: 0.000006
  W2,W1,W1,W2          | 频率: 63       | 概率: 0.000004
  W2,W1,W1,W3          | 频率: 109      | 概率: 0.000008
  W2,W1,W1,W5          | 频率: 46       | 概率: 0.000003
  W2,W1,W1,Y1          | 频率: 69       | 概率: 0.000005
  W2,W1,W2             | 频率: 1656     | 概率: 0.000116
  W2,W1,W2,D1          | 频率: 20       | 概率: 0.000001
  W2,W1,W2,W1          | 频率: 64       | 概率: 0.000004
  W2,W1,W2,W2          | 频率: 12       | 概率: 0.000001
  W2,W1,W2,W3          | 频率: 31       | 概率: 0.000002
  W2,W1,W3             | 频率: 1923     | 概率: 0.000134
  W2,W1,W3,D1          | 频率: 49       | 概率: 0.000003
  W2,W1,W3,W2          | 频率: 12       | 概率: 0.000001
  W2,W1,W4             | 频率: 693      | 概率: 0.000048
  W2,W1,W4,D1          | 频率: 18       | 概率: 0.000001
  W2,W1,W5             | 频率: 104      | 概率: 0.000007
  W2,W1,W6             | 频率: 32       | 概率: 0.000002
  W2,W1,Y1             | 频率: 127      | 概率: 0.000009
  W2,W1,Y1,D1          | 频率: 71       | 概率: 0.000005
  W2,W1,Y2,W1,Y1,W1,Y1 | 频率: 10       | 概率: 0.000001
  W2,W2                | 频率: 44163    | 概率: 0.003087
  W2,W2,D1             | 频率: 3795     | 概率: 0.000265
  W2,W2,D1,D1          | 频率: 70       | 概率: 0.000005
  W2,W2,D1,D1,W1       | 频率: 26       | 概率: 0.000002
  W2,W2,D1,W1          | 频率: 21       | 概率: 0.000001
  W2,W2,D1,W1,D1,W1    | 频率: 44       | 概率: 0.000003
  W2,W2,D1,Y1,W2,W1    | 频率: 17       | 概率: 0.000001
  W2,W2,D2             | 频率: 1894     | 概率: 0.000132
  W2,W2,D3             | 频率: 24       | 概率: 0.000002
  W2,W2,T              | 频率: 158      | 概率: 0.000011
  W2,W2,W1             | 频率: 1551     | 概率: 0.000108
  W2,W2,W1,D1          | 频率: 43       | 概率: 0.000003
  W2,W2,W1,D1,W3       | 频率: 15       | 概率: 0.000001
  W2,W2,W1,W1          | 频率: 40       | 概率: 0.000003
  W2,W2,W1,W3          | 频率: 106      | 概率: 0.000007
  W2,W2,W1,W4          | 频率: 10       | 概率: 0.000001
  W2,W2,W1,W6          | 频率: 12       | 概率: 0.000001
  W2,W2,W2             | 频率: 1658     | 概率: 0.000116
  W2,W2,W2,D1          | 频率: 52       | 概率: 0.000004
  W2,W2,W2,W2          | 频率: 39       | 概率: 0.000003
  W2,W2,W2,W3          | 频率: 12       | 概率: 0.000001
  W2,W2,W3             | 频率: 646      | 概率: 0.000045
  W2,W2,W3,D1,W1       | 频率: 41       | 概率: 0.000003
  W2,W2,W4             | 频率: 256      | 概率: 0.000018
  W2,W2,W5             | 频率: 65       | 概率: 0.000005
  W2,W2,W6             | 频率: 108      | 概率: 0.000008
  W2,W2,W9             | 频率: 18       | 概率: 0.000001
  W2,W2,Y1             | 频率: 95       | 概率: 0.000007
  W2,W2,Y1,D1          | 频率: 32       | 概率: 0.000002
  W2,W3                | 频率: 55214    | 概率: 0.003859
  W2,W3,D1             | 频率: 5789     | 概率: 0.000405
  W2,W3,D1,D1          | 频率: 180      | 概率: 0.000013
  W2,W3,D1,W1          | 频率: 62       | 概率: 0.000004
  W2,W3,D1,W3          | 频率: 13       | 概率: 0.000001
  W2,W3,D2             | 频率: 1748     | 概率: 0.000122
  W2,W3,T              | 频率: 36       | 概率: 0.000003
  W2,W3,W1             | 频率: 740      | 概率: 0.000052
  W2,W3,W1,D1          | 频率: 47       | 概率: 0.000003
  W2,W3,W1,D2          | 频率: 37       | 概率: 0.000003
  W2,W3,W1,D2,W2       | 频率: 11       | 概率: 0.000001
  W2,W3,W1,W1          | 频率: 76       | 概率: 0.000005
  W2,W3,W1,W2,W3       | 频率: 10       | 概率: 0.000001
  W2,W3,W2             | 频率: 254      | 概率: 0.000018
  W2,W3,W2,W1          | 频率: 29       | 概率: 0.000002
  W2,W3,W2,W3          | 频率: 25       | 概率: 0.000002
  W2,W3,W2,W6          | 频率: 18       | 概率: 0.000001
  W2,W3,W3             | 频率: 497      | 概率: 0.000035
  W2,W3,W3,W1          | 频率: 11       | 概率: 0.000001
  W2,W3,W4             | 频率: 115      | 概率: 0.000008
  W2,W3,W4,W2          | 频率: 234      | 概率: 0.000016
  W2,W3,W5             | 频率: 24       | 概率: 0.000002
  W2,W3,W6             | 频率: 44       | 概率: 0.000003
  W2,W3,W7             | 频率: 11       | 概率: 0.000001
  W2,W3,Y1             | 频率: 328      | 概率: 0.000023
  W2,W4                | 频率: 33359    | 概率: 0.002332
  W2,W4,D1             | 频率: 2241     | 概率: 0.000157
  W2,W4,D1,D1          | 频率: 44       | 概率: 0.000003
  W2,W4,D2             | 频率: 658      | 概率: 0.000046
  W2,W4,D2,W2          | 频率: 99       | 概率: 0.000007
  W2,W4,W1             | 频率: 200      | 概率: 0.000014
  W2,W4,W1,D1          | 频率: 10       | 概率: 0.000001
  W2,W4,W1,W1          | 频率: 11       | 概率: 0.000001
  W2,W4,W2             | 频率: 141      | 概率: 0.000010
  W2,W4,W3             | 频率: 75       | 概率: 0.000005
  W2,W4,W4             | 频率: 69       | 概率: 0.000005
  W2,W4,W5             | 频率: 12       | 概率: 0.000001
  W2,W4,W6             | 频率: 25       | 概率: 0.000002
  W2,W4,Y1             | 频率: 106      | 概率: 0.000007
  W2,W5                | 频率: 10879    | 概率: 0.000760
  W2,W5,D1             | 频率: 435      | 概率: 0.000030
  W2,W5,D2             | 频率: 74       | 概率: 0.000005
  W2,W5,W1             | 频率: 95       | 概率: 0.000007
  W2,W5,W2             | 频率: 63       | 概率: 0.000004
  W2,W5,W3             | 频率: 93       | 概率: 0.000007
  W2,W5,W4             | 频率: 37       | 概率: 0.000003
  W2,W6                | 频率: 5048     | 概率: 0.000353
  W2,W6,W1             | 频率: 16       | 概率: 0.000001
  W2,W6,W2             | 频率: 13       | 概率: 0.000001
  W2,W6,W5             | 频率: 64       | 概率: 0.000004
  W2,W7                | 频率: 1745     | 概率: 0.000122
  W2,W9                | 频率: 880      | 概率: 0.000062
  W2,Y1,D1,W2          | 频率: 49       | 概率: 0.000003
  W2,Y1,D2             | 频率: 213      | 概率: 0.000015
  W2,Y1,D3             | 频率: 10       | 概率: 0.000001
  W2,Y1,W1             | 频率: 671      | 概率: 0.000047
  W2,Y1,W1,W1          | 频率: 15       | 概率: 0.000001
  W2,Y1,W1,Y1,W1       | 频率: 25       | 概率: 0.000002
  W2,Y1,W1,Y1,W3       | 频率: 40       | 概率: 0.000003
  W2,Y1,W1,Y1,W3,W1    | 频率: 10       | 概率: 0.000001
  W2,Y1,W2             | 频率: 2088     | 概率: 0.000146
  W2,Y1,W2,D1          | 频率: 11       | 概率: 0.000001
  W2,Y1,W2,W1,Y1,W3    | 频率: 11       | 概率: 0.000001
  W2,Y1,W2,Y1,W1       | 频率: 11       | 概率: 0.000001
  W2,Y1,W3             | 频率: 912      | 概率: 0.000064
  W2,Y1,W3,W2          | 频率: 15       | 概率: 0.000001
  W2,Y1,W3,Y1,W2,Y1,W3 | 频率: 16       | 概率: 0.000001
  W2,Y1,W4             | 频率: 595      | 概率: 0.000042
  W2,Y1,W5             | 频率: 91       | 概率: 0.000006
  W2,Y1,W6             | 频率: 11       | 概率: 0.000001
  W2,Y1,W7             | 频率: 27       | 概率: 0.000002
  W2,Y2                | 频率: 12       | 概率: 0.000001
  W2,Y2,W2,W1          | 频率: 14       | 概率: 0.000001
  W3                   | 频率: 30720    | 概率: 0.002147
  W3,D1                | 频率: 9342     | 概率: 0.000653
  W3,D1,D1             | 频率: 23341    | 概率: 0.001631
  W3,D1,D1,W3          | 频率: 12       | 概率: 0.000001
  W3,D1,W1             | 频率: 2023     | 概率: 0.000141
  W3,D1,W1,D1          | 频率: 72       | 概率: 0.000005
  W3,D1,W1,D1,W1       | 频率: 10       | 概率: 0.000001
  W3,D1,W1,W1          | 频率: 105      | 概率: 0.000007
  W3,D1,W1,W2          | 频率: 61       | 概率: 0.000004
  W3,D1,W1,W3          | 频率: 29       | 概率: 0.000002
  W3,D1,W2             | 频率: 3252     | 概率: 0.000227
  W3,D1,W3             | 频率: 4148     | 概率: 0.000290
  W3,D1,W3,D1          | 频率: 48       | 概率: 0.000003
  W3,D1,W3,W2          | 频率: 66       | 概率: 0.000005
  W3,D1,W3,W4,W1       | 频率: 17       | 概率: 0.000001
  W3,D1,W4             | 频率: 769      | 概率: 0.000054
  W3,D1,W5             | 频率: 26       | 概率: 0.000002
  W3,D1,W6             | 频率: 11       | 概率: 0.000001
  W3,D1,Y1             | 频率: 13       | 概率: 0.000001
  W3,D1,Y1,D2          | 频率: 121      | 概率: 0.000008
  W3,D2                | 频率: 302405   | 概率: 0.021136
  W3,D2,W1             | 频率: 179      | 概率: 0.000013
  W3,D2,W2             | 频率: 52       | 概率: 0.000004
  W3,D2,W3             | 频率: 37       | 概率: 0.000003
  W3,D2,Y1             | 频率: 11       | 概率: 0.000001
  W3,D3                | 频率: 11589    | 概率: 0.000810
  W3,D4                | 频率: 18       | 概率: 0.000001
  W3,T                 | 频率: 31051    | 概率: 0.002170
  W3,W1                | 频率: 82556    | 概率: 0.005770
  W3,W1,D1             | 频率: 8218     | 概率: 0.000574
  W3,W1,D1,D1          | 频率: 1129     | 概率: 0.000079
  W3,W1,D1,W1          | 频率: 247      | 概率: 0.000017
  W3,W1,D1,W2          | 频率: 85       | 概率: 0.000006
  W3,W1,D1,W3          | 频率: 172      | 概率: 0.000012
  W3,W1,D2             | 频率: 5814     | 概率: 0.000406
  W3,W1,D2,W2          | 频率: 84       | 概率: 0.000006
  W3,W1,D3             | 频率: 23       | 概率: 0.000002
  W3,W1,T              | 频率: 522      | 概率: 0.000036
  W3,W1,W1             | 频率: 3635     | 概率: 0.000254
  W3,W1,W1,D1          | 频率: 42       | 概率: 0.000003
  W3,W1,W1,W1          | 频率: 37       | 概率: 0.000003
  W3,W1,W1,W2          | 频率: 28       | 概率: 0.000002
  W3,W1,W1,W3          | 频率: 89       | 概率: 0.000006
  W3,W1,W1,W4          | 频率: 68       | 概率: 0.000005
  W3,W1,W1,W5          | 频率: 36       | 概率: 0.000003
  W3,W1,W1,W7          | 频率: 81       | 概率: 0.000006
  W3,W1,W1,Y1          | 频率: 10       | 概率: 0.000001
  W3,W1,W2             | 频率: 1446     | 概率: 0.000101
  W3,W1,W2,D1          | 频率: 26       | 概率: 0.000002
  W3,W1,W2,W2          | 频率: 44       | 概率: 0.000003
  W3,W1,W2,W3          | 频率: 46       | 概率: 0.000003
  W3,W1,W2,W5          | 频率: 32       | 概率: 0.000002
  W3,W1,W2,Y1,W1       | 频率: 19       | 概率: 0.000001
  W3,W1,W3             | 频率: 3041     | 概率: 0.000213
  W3,W1,W3,D1          | 频率: 14       | 概率: 0.000001
  W3,W1,W3,W1          | 频率: 15       | 概率: 0.000001
  W3,W1,W3,W1,W3       | 频率: 17       | 概率: 0.000001
  W3,W1,W3,W3          | 频率: 10       | 概率: 0.000001
  W3,W1,W4             | 频率: 634      | 概率: 0.000044
  W3,W1,W4,W1          | 频率: 19       | 概率: 0.000001
  W3,W1,W5             | 频率: 130      | 概率: 0.000009
  W3,W1,W6             | 频率: 14       | 概率: 0.000001
  W3,W1,W9             | 频率: 25       | 概率: 0.000002
  W3,W1,Y1             | 频率: 1138     | 概率: 0.000080
  W3,W1,Y1,D1          | 频率: 22       | 概率: 0.000002
  W3,W1,Y1,W1          | 频率: 54       | 概率: 0.000004
  W3,W1,Y2             | 频率: 12       | 概率: 0.000001
  W3,W2                | 频率: 91753    | 概率: 0.006413
  W3,W2,D1             | 频率: 13258    | 概率: 0.000927
  W3,W2,D1,D1          | 频率: 908      | 概率: 0.000063
  W3,W2,D1,W1          | 频率: 47       | 概率: 0.000003
  W3,W2,D1,W1,W1       | 频率: 12       | 概率: 0.000001
  W3,W2,D1,W3          | 频率: 74       | 概率: 0.000005
  W3,W2,D2             | 频率: 4885     | 概率: 0.000341
  W3,W2,D2,W2          | 频率: 15       | 概率: 0.000001
  W3,W2,D3             | 频率: 33       | 概率: 0.000002
  W3,W2,T              | 频率: 186      | 概率: 0.000013
  W3,W2,W1             | 频率: 1004     | 概率: 0.000070
  W3,W2,W1,D1          | 频率: 18       | 概率: 0.000001
  W3,W2,W1,W1          | 频率: 25       | 概率: 0.000002
  W3,W2,W2             | 频率: 1183     | 概率: 0.000083
  W3,W2,W2,W2          | 频率: 11       | 概率: 0.000001
  W3,W2,W2,W3          | 频率: 30       | 概率: 0.000002
  W3,W2,W3             | 频率: 898      | 概率: 0.000063
  W3,W2,W3,W1          | 频率: 16       | 概率: 0.000001
  W3,W2,W3,W2          | 频率: 10       | 概率: 0.000001
  W3,W2,W3,W3          | 频率: 12       | 概率: 0.000001
  W3,W2,W3,W4          | 频率: 25       | 概率: 0.000002
  W3,W2,W4             | 频率: 420      | 概率: 0.000029
  W3,W2,W4,W2          | 频率: 14       | 概率: 0.000001
  W3,W2,W4,W3          | 频率: 14       | 概率: 0.000001
  W3,W2,W5             | 频率: 187      | 概率: 0.000013
  W3,W2,W6             | 频率: 108      | 概率: 0.000008
  W3,W2,W7             | 频率: 126      | 概率: 0.000009
  W3,W2,W9             | 频率: 60       | 概率: 0.000004
  W3,W2,Y1             | 频率: 2232     | 概率: 0.000156
  W3,W2,Y1,D1          | 频率: 12       | 概率: 0.000001
  W3,W2,Y1,W2          | 频率: 85       | 概率: 0.000006
  W3,W2,Y2             | 频率: 32       | 概率: 0.000002
  W3,W3                | 频率: 121470   | 概率: 0.008490
  W3,W3,D1             | 频率: 13086    | 概率: 0.000915
